學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
1015,世新大學,04212026,法律學系,N 職,M 碩士,77,51,26,8,5,7,7,11,6,10,2,2,2,13,2, -,2, -, -,30 臺北市,1 一般
1015,世新大學,04212039,智慧財產暨傳播科技法律研究所,D 日,M 碩士,18,13,5,3,1,2,2,3, -,4,2,1, -, -, -, -, -, -, -,30 臺北市,1 一般
1015,世新大學,04212039,智慧財產暨傳播科技法律研究所,N 職,M 碩士,17,14,3, -, -,5,1,1, -,3, -,3,2,2, -, -, -, -, -,30 臺北市,1 一般
1015,世新大學,06111042,智能系統暨科技創新產業碩士專班,D 日,M 碩士,15,9,6,8,6, -, -,1, -, -, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1015,世新大學,06111046,雲端暨智能物聯產業碩士專班,D 日,M 碩士,15,12,3,12,3, -, -, -, -, -, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1015,世新大學,06131028,資訊管理學系,D 日,M 碩士,34,25,9,13,6,6,1,4,1,2,1, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1015,世新大學,06131028,資訊管理學系,D 日,B 學士,716,406,310,86,71,96,91,110,79,97,61, -, -, -, -, -, -,17,8,30 臺北市,1 一般
1015,世新大學,06131028,資訊管理學系,N 職,M 碩士,36,24,12,9,5,7,4,3,2,3,1,1, -,1, -, -, -, -, -,30 臺北市,1 一般
1015,世新大學,10151029,觀光學系,D 日,M 碩士,15,5,10,3,4,2,6, -, -, -, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1015,世新大學,10151029,觀光學系,D 日,B 學士,553,233,320,49,56,64,66,50,84,56,98, -, -, -, -, -, -,14,16,30 臺北市,1 一般
1015,世新大學,10151029,觀光學系,N 職,M 碩士,60,20,40,5,14,3,9,1,7,1,3,6,2,4,5, -, -, -, -,30 臺北市,1 一般
1015,世新大學,10151029,觀光學系上海境外碩士在職專班,N 職,M 碩士,1,1, -, -, -,1, -, -, -, -, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,01111052,教育研究所,D 日,M 碩士,20,3,17,1,5,1,5, -,1,1,6, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,01111052,教育研究所,N 職,M 碩士,186,50,136,13,48,17,51,6,9,3,15,6,9,5,4, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,02112012,數位媒體設計學系,D 日,M 碩士,25,6,19,1,6,4,8,1,1, -,4, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,02112012,數位媒體設計學系,D 日,B 學士,600,187,413,35,93,47,92,42,112,51,104, -, -, -, -, -, -,12,12,30 臺北市,1 一般
1016,銘傳大學,02112072,商業設計學系設計創作與研究碩士班,D 日,M 碩士,17,4,13,1,2, -,7,3,2, -,2, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,02112072,商業設計學系,D 日,B 學士,467,82,385,16,72,19,108,22,98,20,102, -, -, -, -, -, -,5,5,30 臺北市,1 一般
1016,銘傳大學,02121090,動漫文創設計學士學位學程,D 日,B 學士,176,58,118,9,26,15,33,22,27,12,32, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,02123073,商品設計學系創新設計與管理碩士班,D 日,M 碩士,17,8,9,2,5,1,1,4,3,1, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,02123073,商品設計學系,D 日,B 學士,476,129,347,28,77,28,85,26,96,33,83, -, -, -, -, -, -,14,6,30 臺北市,1 一般
1016,銘傳大學,02123073,商品設計學系創新設計與管理碩士在職專班,N 職,M 碩士,11,4,7, -, -, -, -, -,1,2,3, -,1,2,2, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,02125095,時尚與創新管理學士學位學程,D 日,B 學士,112,13,99,5,36,6,30,2,33, -, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,02311010,應用日語學系,D 日,M 碩士,27,8,19,2,5,1,7,5,3, -,4, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,02311010,應用日語學系,D 日,B 學士,483,153,330,31,65,44,80,30,87,36,85, -, -, -, -, -, -,12,13,30 臺北市,1 一般
1016,銘傳大學,02311031,應用英語學系,D 日,M 碩士,20,7,13,5,4,1,7, -,1,1,1, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,02311031,應用英語學系,D 日,B 學士,607,203,404,25,59,56,105,51,105,52,113, -, -, -, -, -, -,19,22,30 臺北市,1 一般
1016,銘傳大學,02311031,應用英語學系,N 職,M 碩士,24,5,19,3,4,1,4, -,3, -, -, -,3,1,5, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,02322002,應用中國文學系,D 日,D 博士,26,11,15,2,3, -,4,1,3,2, -,2,2,1, -,3,3, -, -,30 臺北市,1 一般
1016,銘傳大學,02322002,應用中國文學系,D 日,M 碩士,16,1,15, -,6, -,6,1, -, -,3, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,02322002,應用中國文學系,D 日,B 學士,380,113,267,18,57,24,73,34,47,24,75, -, -, -, -, -, -,13,15,30 臺北市,1 一般
1016,銘傳大學,02322002,應用中國文學系,N 職,M 碩士,16,4,12,2,2, -,4,1,2, -, -,1,1, -,3, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,02323042,華語文教學碩士學位學程,D 日,M 碩士,1, -,1, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,02323042,華語文教學學系,D 日,B 學士,310,52,258,13,44,12,70,12,59,10,73, -, -, -, -, -, -,5,12,30 臺北市,1 一般
1016,銘傳大學,03122004,國際事務碩士學位學程(外國學生專班),D 日,M 碩士,16,7,9,4,5,2,3,1,1, -, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,03122005,國際事務與外交學士學位學程,D 日,B 學士,213,82,131,17,34,16,37,25,27,20,28, -, -, -, -, -, -,4,5,30 臺北市,1 一般
1016,銘傳大學,03131054,諮商與工商心理學系,D 日,M 碩士,110,23,87,5,28,10,22,3,20,5,17, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,03131054,諮商與工商心理學系,D 日,B 學士,334,102,232,28,68,19,60,21,49,27,50, -, -, -, -, -, -,7,5,30 臺北市,1 一般
1016,銘傳大學,03141088,犯罪防治學系,D 日,M 碩士,22,7,15,2,8,1,5,3,1,1,1, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,03141088,犯罪防治學系,D 日,B 學士,457,130,327,29,91,32,72,26,79,34,76, -, -, -, -, -, -,9,9,30 臺北市,1 一般
1016,銘傳大學,03141088,犯罪防治學系兩岸與犯罪防治碩士在職專班,N 職,M 碩士,50,25,25,6,10,11,6,4,5,2,3,1,1,1, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,03211047,廣播電視學系,D 日,B 學士,416,134,282,24,64,39,63,31,61,22,77, -, -, -, -, -, -,18,17,30 臺北市,1 一般
1016,銘傳大學,03211063,新聞與大眾傳播學士學位學程,D 日,B 學士,188,54,134,9,27,17,29,13,39,12,38, -, -, -, -, -, -,3,1,30 臺北市,1 一般
1016,銘傳大學,03212046,新聞學系,D 日,B 學士,192,68,124,8,25,19,31,18,32,15,36, -, -, -, -, -, -,8, -,30 臺北市,1 一般
1016,銘傳大學,03213064,新媒體暨傳播管理學系,D 日,M 碩士,31,8,23,4,11,3,8,1,3, -,1, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,03213064,新媒體暨傳播管理學系,D 日,B 學士,332,110,222,25,48,23,48,23,53,28,60, -, -, -, -, -, -,11,13,30 臺北市,1 一般
1016,銘傳大學,03213064,新媒體暨傳播管理學系,N 職,M 碩士,27,7,20,2,9,1,6,2,1,1,3, -, -,1,1, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,04111032,會計學系,D 日,M 碩士,22,8,14,3,8,5,6, -, -, -, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,04111032,會計學系,D 日,B 學士,751,224,527,49,127,61,117,52,126,52,137, -, -, -, -, -, -,10,20,30 臺北市,1 一般
1016,銘傳大學,04121020,財務金融學系,D 日,M 碩士,33,14,19,8,9,3,10,2, -,1, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,04121020,財務金融學系,D 日,B 學士,702,268,434,68,88,62,111,59,115,63,111, -, -, -, -, -, -,16,9,30 臺北市,1 一般
1016,銘傳大學,04121020,財務金融學系,N 職,M 碩士,36,19,17,8,8,9,9,2, -, -, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,04121059,經濟與金融學系,D 日,M 碩士,8,3,5,2,5,1, -, -, -, -, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,04121059,經濟與金融學系,D 日,B 學士,430,215,215,48,36,51,63,47,61,54,48, -, -, -, -, -, -,15,7,30 臺北市,1 一般
1016,銘傳大學,04123056,風險管理與保險學系,D 日,M 碩士,16,7,9,3,6,4,3, -, -, -, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,04123056,風險管理與保險學系,D 日,B 學士,509,260,249,58,56,59,56,71,53,50,73, -, -, -, -, -, -,22,11,30 臺北市,1 一般
1016,銘傳大學,04123056,風險管理與保險學系,N 職,M 碩士,18,8,10,2,4,3,4,1,2,2, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,04131017,國際企業與貿易學士學位學程,D 日,B 學士,574,220,354,48,59,43,70,55,101,58,92, -, -, -, -, -, -,16,32,30 臺北市,1 一般
1016,銘傳大學,04131036,企業管理學系,D 日,D 博士,41,21,20,8,1,4,2,2,1,3,5, -,4,1,5,3,2, -, -,30 臺北市,1 一般
1016,銘傳大學,04131036,企業管理學系,D 日,M 碩士,40,13,27,7,13,5,12,1,1, -,1, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,04131036,企業管理學系,D 日,B 學士,818,317,501,66,115,86,123,61,131,79,117, -, -, -, -, -, -,25,15,30 臺北市,1 一般
1016,銘傳大學,04131036,企業管理學系,N 職,M 碩士,51,29,22,8,5,11,11,3,3,4,1,2,1,1,1, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,04131061,國際企業學系,D 日,M 碩士,60,21,39,9,24,9,12,2,1,1,2, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,04131061,國際企業學系,D 日,B 學士,764,241,523,55,117,76,117,42,140,56,135, -, -, -, -, -, -,12,14,30 臺北市,1 一般
1016,銘傳大學,04131061,國際企業學系,N 職,M 碩士,31,15,16,6,10,7,6,1, -, -, -,1, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,04131100,國際學院工商管理學士學位學程泰國境外專班,D 日,B 學士,4,2,2,2,2, -, -, -, -, -, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,04133022,醫療資訊與管理學系健康產業管理碩士班,D 日,M 碩士,16,1,15, -,9, -,2,1,2, -,2, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,04133022,醫療資訊與管理學系,D 日,B 學士,371,123,248,35,52,32,60,27,67,23,63, -, -, -, -, -, -,6,6,30 臺北市,1 一般
1016,銘傳大學,04134099,公共事務與行政管理學系,D 日,M 碩士,11,4,7,1,5,1,1, -,1,2, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,04134099,公共事務與行政管理學系,D 日,B 學士,249,104,145,26,28,28,38,21,40,27,33, -, -, -, -, -, -,2,6,30 臺北市,1 一般
1016,銘傳大學,04134099,公共事務與行政管理學系,N 職,M 碩士,50,29,21,7,14,16,6,2, -,1, -, -,1,3, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,04141097,國際商務管理泰國境外學士學位學程,D 日,B 學士,3,1,2, -, -, -, -,1,2, -, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,04142054,諮商與工商心理學系,N 職,M 碩士,51,14,37,2,16,7,8,4,10,1,2, -,1, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,04142054,諮商與工商心理學系現役軍人營區碩士在職專班,N 職,M 碩士,9,7,2, -, -, -, -, -, -,7,1, -,1, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,04143015,廣告暨策略行銷學系,D 日,B 學士,318,93,225,14,47,19,65,25,61,28,42, -, -, -, -, -, -,7,10,30 臺北市,1 一般
1016,銘傳大學,04199027,時尚創意管理學士學位學程,D 日,B 學士,19,3,16, -, -, -, -, -, -,1,13, -, -, -, -, -, -,2,3,30 臺北市,1 一般
1016,銘傳大學,04199071,高階經理碩士在職學位學程,N 職,M 碩士,14,6,8,4, -,1,7, -, -, -, -,1, -, -,1, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,04199089,金融科技應用學士學位學程,D 日,B 學士,179,58,121,20,23,15,34,11,29,10,34, -, -, -, -, -, -,2,1,30 臺北市,1 一般
1016,銘傳大學,04199094,金融科技碩士學位學程,D 日,M 碩士,28,14,14,4,8,6,3,4,3, -, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,04211039,法律學系,D 日,M 碩士,41,19,22,3,6,7,5,1,7,8,4, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,04211039,法律學系,D 日,B 學士,413,187,226,52,50,42,54,40,58,45,58, -, -, -, -, -, -,8,6,30 臺北市,1 一般
1016,銘傳大學,04211039,法律學系,N 職,M 碩士,69,44,25,9,7,4,4,13,5,5,4,6,2,7,3, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,04212024,財金法律學系,D 日,M 碩士,35,11,24,3,6,3,4,2,4,3,10, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,04212024,財金法律學系,D 日,B 學士,207,73,134,19,32,15,33,10,35,22,30, -, -, -, -, -, -,7,4,30 臺北市,1 一般
1016,銘傳大學,05121009,生物科技學系,D 日,M 碩士,22,12,10,4,4,3,3,3,1,2,2, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,05121009,生物科技學系,D 日,B 學士,380,171,209,42,40,45,57,24,65,46,38, -, -, -, -, -, -,14,9,30 臺北市,1 一般
1016,銘傳大學,05421079,應用統計與資料科學學系,D 日,M 碩士,16,7,9,1,4,3,3,2,2,1, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,05421079,應用統計與資料科學學系,D 日,B 學士,329,200,129,37,28,55,28,48,39,46,31, -, -, -, -, -, -,14,3,30 臺北市,1 一般
1016,銘傳大學,06131029,資訊工程學系,D 日,M 碩士,19,16,3,4,1,7, -,2,2,3, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,06131029,資訊工程學系,D 日,B 學士,463,349,114,89,34,77,23,88,22,71,29, -, -, -, -, -, -,24,6,30 臺北市,1 一般
1016,銘傳大學,06131045,資訊管理學系,D 日,M 碩士,21,16,5,6,1,7,4,2, -,1, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,06131045,資訊管理學系,D 日,B 學士,634,343,291,71,73,85,76,92,60,69,76, -, -, -, -, -, -,26,6,30 臺北市,1 一般
1016,銘傳大學,06131045,資訊管理學系,N 職,M 碩士,10,7,3,2, -,1,1,3, -, -, -, -,1,1,1, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,06132078,資訊傳播工程學系,D 日,M 碩士,11,8,3,4,2,4, -, -, -, -,1, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,06132078,資訊傳播工程學系,D 日,B 學士,375,226,149,56,39,56,39,49,34,48,34, -, -, -, -, -, -,17,3,30 臺北市,1 一般
1016,銘傳大學,06134050,電腦與通訊工程學系,D 日,M 碩士,17,11,6,7,1,2,3,2,2, -, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,06134050,電腦與通訊工程學系,D 日,B 學士,357,274,83,75,19,72,23,56,23,63,18, -, -, -, -, -, -,8, -,30 臺北市,1 一般
1016,銘傳大學,06134068,資訊科技應用學士學位學程,D 日,B 學士,18,8,10, -, -, -, -, -, -,7,9, -, -, -, -, -, -,1,1,30 臺北市,1 一般
1016,銘傳大學,06134096,資訊科技應用與管理學士學位學程,D 日,B 學士,79,54,25,27,5,10,12,17,8, -, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,07141025,電子工程學系,D 日,M 碩士,6,6, -,3, -,1, -,1, -,1, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,07141025,電子工程學系,D 日,B 學士,338,231,107,46,33,57,32,53,24,58,18, -, -, -, -, -, -,17, -,30 臺北市,1 一般
1016,銘傳大學,07193043,生物醫學工程學系,D 日,B 學士,190,89,101,13,25,29,23,21,23,18,28, -, -, -, -, -, -,8,2,30 臺北市,1 一般
1016,銘傳大學,07311026,建築學系,D 日,M 碩士,11,7,4,2, -,2,1,2,1,1,2, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,07311026,建築學系,D 日,B 學士,252,140,112,30,27,24,22,26,24,29,18,26,16, -, -, -, -,5,5,30 臺北市,1 一般
1016,銘傳大學,07313048,都市規劃與防災學系,D 日,M 碩士,15,11,4,5, -,2,2,1,1,3,1, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,07313048,都市規劃與防災學系,D 日,B 學士,197,103,94,16,29,27,26,28,21,27,17, -, -, -, -, -, -,5,1,30 臺北市,1 一般
1016,銘傳大學,07313048,都市規劃與防災學系,N 職,M 碩士,22,18,4,7,1,4,1, -, -,1, -,4,1,2,1, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,10131044,餐旅管理學系,D 日,B 學士,387,147,240,21,43,31,46,48,68,40,70, -, -, -, -, -, -,7,13,30 臺北市,1 一般
1016,銘傳大學,10151008,旅遊與觀光學士學位學程,D 日,B 學士,85,37,48,4,5,9,8,15,19,8,15, -, -, -, -, -, -,1,1,30 臺北市,1 一般
1016,銘傳大學,10151033,觀光事業學系,D 日,M 碩士,19,8,11,5,5, -,3,3,3, -, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,10151033,觀光事業學系,D 日,B 學士,273,79,194,16,45,24,40,18,50,15,53, -, -, -, -, -, -,6,6,30 臺北市,1 一般
1016,銘傳大學,10151033,觀光事業學系,N 職,M 碩士,65,23,42,4,20,9,13,5,1,1,5, -,1,4,2, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,10151033,觀光事業學系現役軍人營區碩士在職專班,N 職,M 碩士,5,3,2, -, -, -, -, -, -,1, -,2,2, -, -, -, -, -, -,30 臺北市,1 一般
1016,銘傳大學,10152076,休閒遊憩管理學系,D 日,B 學士,244,118,126,33,28,30,31,25,29,21,35, -, -, -, -, -, -,9,3,30 臺北市,1 一般
1017,實踐大學,02112012,媒體傳達設計學系,D 日,M 碩士,45,18,27,7,6,4,10,4,7,3,4, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1017,實踐大學,02112012,媒體傳達設計學系,D 日,B 學士,392,118,274,24,69,24,60,27,52,26,68, -, -, -, -, -, -,17,25,30 臺北市,1 一般
1017,實踐大學,02112012,媒體傳達設計學系,N 職,M 碩士,1,1, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -,30 臺北市,1 一般
1017,實踐大學,02112013,電腦動畫學士學位學程,D 日,B 學士,165,57,108,10,31,20,23,15,26,10,22, -, -, -, -, -, -,2,6,30 臺北市,1 一般
1017,實踐大學,02112039,資訊模擬與設計學系,D 日,B 學士,291,125,166,23,40,26,48,33,46,37,32, -, -, -, -, -, -,6, -,30 臺北市,1 一般
1017,實踐大學,02122009,時尚設計學系,D 日,B 學士,490,88,402,24,102,21,86,15,83,13,112, -, -, -, -, -, -,15,19,30 臺北市,1 一般
1017,實踐大學,02123014,工業產品設計學系,D 日,M 碩士,49,36,13,7,4,10,5,7,3,12,1, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1017,實踐大學,02123014,工業產品設計學系,D 日,B 學士,263,97,166,20,38,19,41,19,25,18,44, -, -, -, -, -, -,21,18,30 臺北市,1 一般
1017,實踐大學,02123014,工業產品設計學系,N 職,M 碩士,6,2,4, -, -, -, -,1,3,1,1, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1017,實踐大學,02125051,服裝設計學系,D 日,M 碩士,50,15,35,5,9,3,11,4,11,3,4, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1017,實踐大學,02125051,服裝設計學系,D 日,B 學士,540,100,440,19,110,27,105,21,98,24,98, -, -, -, -, -, -,9,29,30 臺北市,1 一般
1017,實踐大學,02125051,服裝設計學系,N 職,M 碩士,37,7,30, -,8,2,5,2,6,3,11, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1017,實踐大學,02125051,服裝設計學系,P 進,B 學士,359,68,291,8,47,20,74,17,55,11,80, -, -, -, -, -, -,12,35,30 臺北市,1 一般
1017,實踐大學,02125053,服飾設計與經營學系,D 日,B 學士,501,65,436,15,97,17,99,18,115,14,112, -, -, -, -, -, -,1,13,30 臺北市,1 一般
1017,實踐大學,02125053,服飾設計與經營學系,P 進,B 學士,42,5,37,2,4, -,3,2,12,1,15, -, -, -, -, -, -, -,3,30 臺北市,1 一般
1017,實踐大學,02151001,音樂學系,D 日,M 碩士,25,9,16,2,5,4,4,2,7,1, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1017,實踐大學,02151001,音樂學系,D 日,B 學士,157,60,97,12,16,11,28,7,25,18,21, -, -, -, -, -, -,12,7,30 臺北市,1 一般
1017,實踐大學,02311004,應用外語學系英語溝通碩士班,D 日,M 碩士,1, -,1, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1017,實踐大學,02311004,應用外語學系,D 日,B 學士,389,117,272,21,49,29,71,29,62,23,76, -, -, -, -, -, -,15,14,30 臺北市,1 一般
1017,實踐大學,02311004,應用外語學系,P 進,B 學士,144,59,85,7,9,5,7,17,22,20,24, -, -, -, -, -, -,10,23,30 臺北市,1 一般
1017,實踐大學,02311005,應用英語學系,D 日,B 學士,133,41,92,12,12,5,22,11,33,7,22, -, -, -, -, -, -,6,3,30 臺北市,1 一般
1017,實踐大學,02311006,應用日文學系,D 日,B 學士,372,164,208,28,36,31,47,52,40,38,55, -, -, -, -, -, -,15,30,30 臺北市,1 一般
1017,實踐大學,02322002,應用中文學系,D 日,B 學士,124,32,92,8,16,6,19,10,22,7,33, -, -, -, -, -, -,1,2,30 臺北市,1 一般
1017,實踐大學,04111019,會計學系,D 日,B 學士,384,116,268,24,43,37,68,25,64,25,75, -, -, -, -, -, -,5,18,30 臺北市,1 一般
1017,實踐大學,04111019,會計學系,P 進,B 學士,1,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -,30 臺北市,1 一般
1017,實踐大學,04111020,會計暨稅務學系,D 日,B 學士,167,58,109,20,17,12,28,12,37,11,24, -, -, -, -, -, -,3,3,30 臺北市,1 一般
1017,實踐大學,04121029,財務金融學系,D 日,M 碩士,17,7,10,2,5,4,2,1,2, -,1, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1017,實踐大學,04121029,財務金融學系,D 日,B 學士,436,190,246,51,49,41,60,31,72,47,61, -, -, -, -, -, -,20,4,30 臺北市,1 一般
1017,實踐大學,04121029,財務金融學系,P 進,B 學士,85,48,37,9,5,7,2,10,10,13,16, -, -, -, -, -, -,9,4,30 臺北市,1 一般
1017,實踐大學,04121032,金融管理學系,D 日,B 學士,222,99,123,29,24,22,30,22,33,21,36, -, -, -, -, -, -,5, -,30 臺北市,1 一般
1017,實踐大學,04123033,風險管理與保險學系,D 日,B 學士,402,142,260,23,61,29,77,40,55,39,51, -, -, -, -, -, -,11,16,30 臺北市,1 一般
1017,實踐大學,04123033,風險管理與保險學系,P 進,B 學士,2,2, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,2, -,30 臺北市,1 一般
1017,實踐大學,04131021,企業管理學系,D 日,M 碩士,25,16,9,5,5,8,4,2, -,1, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1017,實踐大學,04131021,企業管理學系,D 日,B 學士,418,153,265,35,41,40,76,42,62,26,74, -, -, -, -, -, -,10,12,30 臺北市,1 一般
1017,實踐大學,04131021,企業管理學系,N 職,M 碩士,24,12,12,4,5,7,4, -,3,1, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1017,實踐大學,04131021,企業管理學系,P 進,B 學士,265,111,154,13,14,19,30,27,47,38,50, -, -, -, -, -, -,14,13,30 臺北市,1 一般
1017,實踐大學,04131022,國際企業管理學系,D 日,B 學士,174,60,114,11,23,7,26,20,32,18,29, -, -, -, -, -, -,4,4,30 臺北市,1 一般
1017,實踐大學,04131022,國際企業管理學系,P 進,B 學士,5,3,2,3,2, -, -, -, -, -, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1017,實踐大學,04131023,國際企業英語碩士學位學程,D 日,M 碩士,17,7,10,3,7,2,2, -,1,2, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1017,實踐大學,04131023,國際企業英語學士學位學程,D 日,B 學士,173,61,112,10,12,11,28,20,25,14,36, -, -, -, -, -, -,6,11,30 臺北市,1 一般
1017,實踐大學,04141026,國際貿易學系,D 日,B 學士,119,42,77,8,14,11,22,10,8,8,28, -, -, -, -, -, -,5,5,30 臺北市,1 一般
1017,實踐大學,04141028,國際經營與貿易學系,D 日,B 學士,438,143,295,25,49,33,82,39,74,37,78, -, -, -, -, -, -,9,12,30 臺北市,1 一般
1017,實踐大學,04141028,國際經營與貿易學系,P 進,B 學士,54,23,31, -, -, -, -,6,8,11,17, -, -, -, -, -, -,6,6,30 臺北市,1 一般
1017,實踐大學,04143035,行銷管理學系,D 日,B 學士,179,71,108,10,19,20,20,17,36,22,30, -, -, -, -, -, -,2,3,30 臺北市,1 一般
1017,實踐大學,04199036,管理學院創意產業博士班,D 日,D 博士,27,12,15,3, -,3,1,1,3,2,8, -,1,2,1,1,1, -, -,30 臺北市,1 一般
1017,實踐大學,05191043,食品營養與保健生技學系,D 日,M 碩士,9,4,5, -, -,2,1,1,4,1, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1017,實踐大學,05191043,食品營養與保健生技學系,D 日,B 學士,423,73,350,17,66,17,90,15,88,14,94, -, -, -, -, -, -,10,12,30 臺北市,1 一般
1017,實踐大學,05191043,食品營養與保健生技學系,N 修,C 二技,78,23,55, -, -, -, -,5,22,9,24, -, -, -, -, -, -,9,9,30 臺北市,2 技職
1017,實踐大學,06131037,資訊科技與管理學系,D 日,M 碩士,9,6,3,3,1,2,2,1, -, -, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1017,實踐大學,06131037,資訊科技與管理學系,D 日,B 學士,420,225,195,47,44,64,43,53,51,47,52, -, -, -, -, -, -,14,5,30 臺北市,1 一般
1017,實踐大學,06131037,資訊科技與管理學系,N 職,M 碩士,2,2, -, -, -, -, -, -, -,2, -, -, -, -, -, -, -, -, -,30 臺北市,1 一般
1017,實踐大學,06131038,資訊管理學系,D 日,B 學士,139,87,52,27,7,32,10,8,15,14,14, -, -, -, -, -, -,6,6,30 臺北市,1 一般
